OBJECTID,ID,Datum,Den,Day,DenNoc,DayNight,DruhNehody,Type,Zavineni,CausedBy,Alkohol,Alcohol,HlavniPricina,MainCause,Usmrceno,Tezce,Lehce,DeathToll,HeavyInjuries,LightInjuries,StavPovrchu,RoadCondition,Pocasi,Weather,SpecifikaceMista,PlaceSituation,DruhVozidla,VehicleType,Smyk,Skyd,Skoda,X,Y,x2,y2
63,60040180063,5/31/2018 12:00:00 AM,Čtvrtek,Thursday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.2797265880001,49.2700077320001,16.2797265880001,49.2700077320001
64,60040180064,6/5/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Technickou závadou vozidla,Technical malfunction of a vehicle,Nezjišťováno,Not tested,Technická závada vozidla,Technical malfunction of vehicle,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ne,No,30000,16.368782686,49.2416003070001,16.368782686,49.2416003070001
65,60040180065,6/6/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,20000,16.367216689,49.242847356,16.367216689,49.242847356
66,60040180066,6/13/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.372095686,49.238883188,16.372095686,49.238883188
67,60040180067,6/13/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávné předjíždění,Bad overtaking,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.53842968,49.168776655,16.53842968,49.168776655
68,60040180068,6/14/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávné předjíždění,Bad overtaking,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,0,16.4120006810001,49.2149070730001,16.4120006810001,49.2149070730001
69,60040180069,6/16/2018 12:00:00 AM,Sobota,Saturday,Den,Day,Havárie,Crash,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ano,Yes,60000,16.3625596900001,49.246207505,16.3625596900001,49.246207505
70,60040180070,6/18/2018 12:00:00 AM,Pondělí,Monday,Noc,Night,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,30000,16.2999666850001,49.262268175,16.2999666850001,49.262268175
71,60040180071,6/21/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,80000,16.526061687,49.170492757,16.526061687,49.170492757
72,60040180072,6/25/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.537247716,49.168934302,16.537247716,49.168934302
73,60040180073,6/26/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.4784468510001,49.1825942720001,16.4784468510001,49.1825942720001
74,60040180074,6/27/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ano,Yes,30000,16.45756469,49.1866436340001,16.45756469,49.1866436340001
75,60040180075,6/25/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Technickou závadou vozidla,Technical malfunction of a vehicle,Nezjišťováno,Not tested,Technická závada vozidla,Technical malfunction of vehicle,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.367377312,49.2428642680001,16.367377312,49.2428642680001
76,60040180076,6/29/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ne,No,150000,16.456902072,49.186754003,16.456902072,49.186754003
77,60040180077,6/21/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.466822687,49.184961548,16.466822687,49.184961548
78,60040180078,7/5/2018 12:00:00 AM,Čtvrtek,Thursday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,350000,16.4401776920001,49.190773854,16.4401776920001,49.190773854
79,60040180079,7/6/2018 12:00:00 AM,Pátek,Friday,Noc,Night,Havárie,Crash,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,10000,16.440705684,49.1905898470001,16.440705684,49.1905898470001
80,60040180080,7/6/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,3,0,0,3,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,50000,16.320345751,49.2577108770001,16.320345751,49.2577108770001
81,60040180081,7/7/2018 12:00:00 AM,Sobota,Saturday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,20000,16.448244683,49.1882877260001,16.448244683,49.188287726
82,60040180082,7/10/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.423950684,49.1998843220001,16.423950684,49.1998843220001
83,60040180083,7/11/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Technickou závadou vozidla,Technical malfunction of a vehicle,Nezjišťováno,Not tested,Technická závada vozidla,Technical malfunction of vehicle,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ne,No,80000,16.3476546900001,49.2544088510001,16.3476546900001,49.254408851
84,60040180084,7/11/2018 12:00:00 AM,Středa,Wednesday,Noc,Night,Havárie,Crash,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ano,Yes,60000,16.45654469,49.1866096320001,16.45654469,49.186609632
85,60040180085,7/13/2018 12:00:00 AM,Pátek,Friday,Noc,Night,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,2,0,0,2,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,150000,16.4701214740001,49.1843620290001,16.4701214740001,49.1843620290001
86,60040180086,7/17/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,30000,16.344379695,49.255389898,16.344379695,49.255389898
87,60040180087,7/18/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ano,Yes,50000,16.3900266860001,49.2247715410001,16.3900266860001,49.224771541
88,60040180088,7/20/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Motocykl,Motorbike,Ano,Yes,30000,16.389798451,49.22467506,16.389798451,49.22467506
89,60040180089,7/23/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,50000,16.331952685,49.257257972,16.331952685,49.257257972
90,60040180090,7/25/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávné předjíždění,Bad overtaking,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.4181676850001,49.207801728,16.4181676850001,49.207801728
91,60040180091,7/27/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,60000,16.3601046950001,49.247392561,16.3601046950001,49.247392561
92,60040180092,7/17/2018 12:00:00 AM,Úterý,Tuesday,Noc,Night,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Čerpadlo pohonných hmot,Gas station,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.512670078,49.174134221,16.512670078,49.174134221
93,60040180093,7/28/2018 12:00:00 AM,Sobota,Saturday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,150000,16.5102363710001,49.1743459190001,16.5102363710001,49.1743459190001
94,60040180094,7/30/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nepřiměřená rychlost jízdy,Inappropriate speed,0,0,3,0,0,3,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,100000,16.420264692,49.2040355400001,16.420264692,49.20403554
95,60040180095,8/2/2018 12:00:00 AM,Čtvrtek,Thursday,Noc,Night,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Čerpadlo pohonných hmot,Gas station,Nákladní automobil,Truck,Ne,No,5000,16.511656692,49.173705935,16.511656692,49.173705935
96,60040180096,8/8/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.5180206810001,49.1718328310001,16.5180206810001,49.1718328310001
97,60040180097,8/11/2018 12:00:00 AM,Sobota,Saturday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,30000,16.5309576870001,49.169936717,16.5309576870001,49.169936717
98,60040180098,8/12/2018 12:00:00 AM,Neděle,Sunday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávné předjíždění,Bad overtaking,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Autobus,Bus,Ne,No,5000,16.537569686,49.1690036690001,16.537569686,49.1690036690001
99,60040180099,8/13/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Pod vlivem alkoholu,Under the influence of alcohol,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ne,No,0,16.423399687,49.200629362,16.423399687,49.200629362
100,60040180100,8/9/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ne,No,0,16.491572686,49.178154179,16.491572686,49.178154179
101,60040180101,8/15/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,3,5,0,3,5,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Autobus,Bus,Ne,No,400000,16.3757376830001,49.235687039,16.3757376830001,49.235687039
102,60040180102,8/16/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ne,No,150000,16.407669689,49.2179322200001,16.407669689,49.2179322200001
103,60040180103,8/18/2018 12:00:00 AM,Sobota,Saturday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,30000,16.543242321,49.1677590400001,16.543242321,49.1677590400001
104,60040180104,8/21/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ano,Yes,400000,16.4515726930001,49.1878786980001,16.4515726930001,49.1878786980001
105,60040180105,8/21/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Autobus,Bus,Ne,No,5000,16.5149147000001,49.1727974250001,16.5149147000001,49.1727974250001
106,60040180106,8/24/2018 12:00:00 AM,Pátek,Friday,Noc,Night,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Pod vlivem alkoholu,Under the influence of alcohol,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ne,No,50000,16.386213684,49.227632672,16.386213684,49.227632672
107,60040180107,8/25/2018 12:00:00 AM,Sobota,Saturday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,30000,16.4240056850001,49.199912329,16.4240056850001,49.199912329
